"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"5587","GLS_21_177","1",1,5,5.33,4.16,3.745,33.0075,0.113459062334318
"5588","GLS_21_177","1",1,10,3.04,3.64,2.34,33.0075,0.070892978868439
"5589","GLS_21_177","1",1,20,1.56,2.24,0.9,33.0075,0.027266530334015
"5590","GLS_21_177","1",2,0,34.3,34.31,33.305,33.0075,1.00901310308263
"5591","GLS_21_177","1",2,0.01,31.13,31.4,30.265,33.0075,0.916912822843293
"5592","GLS_21_177","1",2,0.1,27.57,27.17,26.37,33.0075,0.798909338786639
"5593","GLS_21_177","1",2,0.5,19.37,18.83,18.1,33.0075,0.548360221161857
"5594","GLS_21_177","1",2,1,13.18,13.38,12.28,33.0075,0.372036658335227
"5595","GLS_21_177","1",2,2.5,10.89,11.03,9.96,33.0075,0.301749602363099
"5596","GLS_21_177","1",2,5,4.72,3.68,3.2,33.0075,0.0969476634098311
"5597","GLS_21_177","1",2,10,3.09,3.42,2.255,33.0075,0.0683178065591153
"5598","GLS_21_177","1",2,20,1.78,1.6,0.69,33.0075,0.0209043399227448
"5599","GLS_21_180","1",1,0,28.91,29.04,27.975,28.395,0.985208663497094
"5600","GLS_21_180","1",1,0.01,30.74,30.31,29.525,28.395,1.03979573868639
"5601","GLS_21_180","1",1,0.1,26.95,26.31,25.63,28.395,0.902623701355872
"5602","GLS_21_180","1",1,0.5,22.29,22.05,21.17,28.395,0.745553794682162
"5603","GLS_21_180","1",1,1,12.16,12.16,11.16,28.395,0.393026941362916
"5604","GLS_21_180","1",1,2.5,7.92,7.08,6.5,28.395,0.228913541116394
"5605","GLS_21_180","1",1,5,5.78,4.98,4.38,28.395,0.154252509244585
"5606","GLS_21_180","1",1,10,4.49,4.04,3.265,28.395,0.114985032576158
"5607","GLS_21_180","1",1,20,3.16,3.01,2.085,28.395,0.0734284204965663
"5608","GLS_21_180","1",2,0,30.17,29.46,28.815,28.395,1.01479133650291
"5609","GLS_21_180","1",2,0.01,27.55,25.8,25.675,28.395,0.904208487409755
"5610","GLS_21_180","1",2,0.1,27.28,26.83,26.055,28.395,0.917591125198098
"5611","GLS_21_180","1",2,0.5,23.94,24.18,23.06,28.395,0.812114808945237
"5612","GLS_21_180","1",2,1,10.13,10.44,9.285,28.395,0.326994189117802
"5613","GLS_21_180","1",2,2.5,8.01,6.66,6.335,28.395,0.223102658918824
"5614","GLS_21_180","1",2,5,5.79,5.08,4.435,28.395,0.156189469977109
"5615","GLS_21_180","1",2,10,5.48,4.61,4.045,28.395,0.142454657510125
"5616","GLS_21_180","1",2,20,3.04,3.15,2.095,28.395,0.0737805951752069
"5617","GLS_21_200","1",1,0,31.84,31.75,30.795,31.13,0.989238676517829
"5618","GLS_21_200","1",1,0.01,30.51,31.46,29.985,31.13,0.963218760038548
"5619","GLS_21_200","1",1,0.1,28.83,29.05,27.94,31.13,0.897526501766784
"5620","GLS_21_200","1",1,0.5,21.81,22.19,21,31.13,0.674590427240604
"5621","GLS_21_200","1",1,1,17.29,16.75,16.02,31.13,0.514616125923546
"5622","GLS_21_200","1",1,2.5,11.7,11.84,10.77,31.13,0.345968519113395
"5623","GLS_21_200","1",1,5,8.4,7.25,6.825,31.13,0.219241888853196
"5624","GLS_21_200","1",1,10,3.82,3.46,2.64,31.13,0.0848056537102473
"5625","GLS_21_200","1",1,20,2.81,2.99,1.9,31.13,0.0610343719884356
"5626","GLS_21_200","1",2,0,33.16,31.77,31.465,31.13,1.01076132348217
"5627","GLS_21_200","1",2,0.01,30.67,29.9,29.285,31.13,0.940732412463861
"5628","GLS_21_200","1",2,0.1,28.53,28.04,27.285,31.13,0.876485705107613
"5629","GLS_21_200","1",2,0.5,23.92,23.49,22.705,31.13,0.729360745261805
"5630","GLS_21_200","1",2,1,16.58,16.63,15.605,31.13,0.501284934147125
"5631","GLS_21_200","1",2,2.5,11.08,12.17,10.625,31.13,0.341310632830067
"5632","GLS_21_200","1",2,5,6.95,7.01,5.98,31.13,0.192097654995182
"5633","GLS_21_200","1",2,10,3.29,3.91,2.6,31.13,0.0835207195631224
"5634","GLS_21_200","1",2,20,2.55,2.92,1.735,31.13,0.0557340186315451
"5635","GLS_21_214","1",1,0,29.46,29.14,28.3,28.685,0.986578351054558
"5636","GLS_21_214","1",1,0.01,30.01,30.81,29.41,28.685,1.02527453372843
"5637","GLS_21_214","1",1,0.1,27.36,27.72,26.54,28.685,0.925222241589681
"5638","GLS_21_214","1",1,0.5,23.48,23.11,22.295,28.685,0.777235488931497
"5639","GLS_21_214","1",1,1,19.37,18.89,18.13,28.685,0.632037650339899
"5640","GLS_21_214","1",1,2.5,11.98,11.8,10.89,28.685,0.379640927313927
"5641","GLS_21_214","1",1,5,8.01,7.81,6.91,28.685,0.240892452501307
"5642","GLS_21_214","1",1,10,6.69,5.87,5.28,28.685,0.184068328394631
"5643","GLS_21_214","1",1,20,3.08,3.49,2.285,28.685,0.0796583580268433
"5644","GLS_21_214","1",2,0,30.37,29.77,29.07,28.685,1.01342164894544
"5645","GLS_21_214","1",2,0.01,31.18,30.45,29.815,28.685,1.03939341119052
"5646","GLS_21_214","1",2,0.1,29.36,29.12,28.24,28.685,0.984486665504619
"5647","GLS_21_214","1",2,0.5,25.15,25.45,24.3,28.685,0.847132647725292
"5648","GLS_21_214","1",2,1,17.91,17.57,16.74,28.685,0.583580268432979
"5649","GLS_21_214","1",2,2.5,10.89,12.48,10.685,28.685,0.372494335018302
"5650","GLS_21_214","1",2,5,6.22,6.88,5.55,28.685,0.193480913369357
"5651","GLS_21_214","1",2,10,6.46,6.64,5.55,28.685,0.193480913369357
"5652","GLS_21_214","1",2,20,3.37,3.86,2.615,28.685,0.0911626285515078
"5653","GLS_21_218","1",1,0,28.51,29.71,28.11,28.08,1.00106837606838
"5654","GLS_21_218","1",1,0.01,30.86,31.05,29.955,28.08,1.0667735042735
"5655","GLS_21_218","1",1,0.1,26.83,26.54,25.685,28.08,0.914707977207977
"5656","GLS_21_218","1",1,0.5,21.87,20.82,20.345,28.08,0.724537037037037
"5657","GLS_21_218","1",1,1,18.73,16.22,16.475,28.08,0.586716524216524
"5658","GLS_21_218","1",1,2.5,12.74,12.16,11.45,28.08,0.407763532763533
"5659","GLS_21_218","1",1,5,9.28,8.16,7.72,28.08,0.274928774928775
"5660","GLS_21_218","1",1,10,6.62,6.78,5.7,28.08,0.202991452991453
"5661","GLS_21_218","1",1,20,2.59,2.94,1.765,28.08,0.0628561253561254
"5662","GLS_21_218","1",2,0,29.29,28.81,28.05,28.08,0.998931623931624
"5663","GLS_21_218","1",2,0.01,30.28,30.45,29.365,28.08,1.04576210826211
"5664","GLS_21_218","1",2,0.1,27.52,27.33,26.425,28.08,0.941061253561253
"5665","GLS_21_218","1",2,0.5,22.42,22.37,21.395,28.08,0.7619301994302
"5666","GLS_21_218","1",2,1,17,16.87,15.935,28.08,0.567485754985755
"5667","GLS_21_218","1",2,2.5,13.23,12.9,12.065,28.08,0.429665242165242
"5668","GLS_21_218","1",2,5,7.8,8.02,6.91,28.08,0.246082621082621
"5669","GLS_21_218","1",2,10,3.63,3.76,2.695,28.08,0.0959757834757835
"5670","GLS_21_218","1",2,20,3.13,3,2.065,28.08,0.073539886039886
"5671","GLS_21_231A","1",1,0,31.41,31.32,30.365,30.605,0.992158144094102
"5672","GLS_21_231A","1",1,0.01,30.56,30.13,29.345,30.605,0.958830256494037
"5673","GLS_21_231A","1",1,0.1,32.2,31.45,30.825,30.605,1.00718836791374
"5674","GLS_21_231A","1",1,0.5,26.31,26,25.155,30.605,0.821924522136906
"5675","GLS_21_231A","1",1,1,16.82,16.78,15.8,30.605,0.516255513804934
"5676","GLS_21_231A","1",1,2.5,16.54,13.87,14.205,30.605,0.464139846430322
"5677","GLS_21_231A","1",1,5,8.17,7.71,6.94,30.605,0.226760333278876
"5678","GLS_21_231A","1",1,10,5.66,4.73,4.195,30.605,0.137069106355171
"5679","GLS_21_231A","1",1,20,3.09,2.79,1.94,30.605,0.06338833523934
"5680","GLS_21_231A","1",2,0,31.88,31.81,30.845,30.605,1.0078418559059
"5681","GLS_21_231A","1",2,0.01,32.27,30.85,30.56,30.605,0.998529652017644
"5682","GLS_21_231A","1",2,0.1,33.46,33.21,32.335,30.605,1.05652671132168
"5683","GLS_21_231A","1",2,0.5,28.32,28.11,27.215,30.605,0.889233785329195
"5684","GLS_21_231A","1",2,1,17.74,18.75,17.245,30.605,0.56347002123836
"5685","GLS_21_231A","1",2,2.5,13.56,14.04,12.8,30.605,0.418232314981212
"5686","GLS_21_231A","1",2,5,8.19,8.9,7.545,30.605,0.24652834504166
"5687","GLS_21_231A","1",2,10,5.64,6.74,5.19,30.605,0.169580133965038
"5688","GLS_21_231A","1",2,20,4.05,4,3.025,30.605,0.0988400588139193
"5689","GLS_21_231B","1",1,0,27.77,26.59,26.18,27.2325,0.96135132653998
"5690","GLS_21_231B","1",1,0.01,31.67,31.91,30.79,27.2325,1.13063435233636
"5691","GLS_21_231B","1",1,0.1,19.16,19.36,18.26,27.2325,0.670522353805196
"5692","GLS_21_231B","1",1,0.5,14.75,15.86,14.305,27.2325,0.525291471587258
"5693","GLS_21_231B","1",1,1,6.47,5.9,5.185,27.2325,0.190397502983567
"5694","GLS_21_231B","1",1,2.5,5.26,4.91,4.085,27.2325,0.150004590103736
"5695","GLS_21_231B","1",1,5,3.81,3.43,2.62,27.2325,0.0962085743137795
"5696","GLS_21_231B","1",1,10,1.97,1.72,0.845,27.2325,0.0310291012576884
"5697","GLS_21_231B","1",1,20,1,1,0,27.2325,0
"5698","GLS_21_231B","1",2,0,29.52,29.05,28.285,27.2325,1.03864867346002
"5699","GLS_21_231B","1",2,0.01,27.02,25.8,25.41,27.2325,0.933076287524098
"5700","GLS_21_231B","1",2,0.1,27.33,25.43,25.38,27.2325,0.931974662627375
"5701","GLS_21_231B","1",2,0.5,16.06,16.89,15.475,27.2325,0.568254842559442
"5702","GLS_21_231B","1",2,1,7.92,7.32,6.62,27.2325,0.243091893876802
"5703","GLS_21_231B","1",2,2.5,3.89,4.04,2.965,27.2325,0.10887726062609
"5704","GLS_21_231B","1",2,5,8.37,7.88,7.125,27.2325,0.261635912971633
"5705","GLS_21_231B","1",2,10,5.94,4.71,4.325,27.2325,0.158817589277518
"5706","GLS_21_231B","1",2,20,1,1,0,27.2325,0
"5707","GLS_21_231C","1",1,0,28.08,28.47,27.275,28.265,0.964974349902706
"5708","GLS_21_231C","1",1,0.01,29.15,29.38,28.265,28.265,1
"5709","GLS_21_231C","1",1,0.1,27.55,27.5,26.525,28.265,0.938439766495666
"5710","GLS_21_231C","1",1,0.5,19.92,20.83,19.375,28.265,0.685476738015213
"5711","GLS_21_231C","1",1,1,17.97,18.02,16.995,28.265,0.601273660003538
"5712","GLS_21_231C","1",1,2.5,15.37,14.08,13.725,28.265,0.485582876348841
"5713","GLS_21_231C","1",1,5,10.53,10.87,9.7,28.265,0.343180612064391
"5714","GLS_21_231C","1",1,10,9.26,10.26,8.76,28.265,0.309923934194233
"5715","GLS_21_231C","1",1,20,3.32,2.48,1.9,28.265,0.0672209446311693
"5716","GLS_21_231C","1",2,0,30.22,30.29,29.255,28.265,1.03502565009729
"5717","GLS_21_231C","1",2,0.01,29.265,28.275,27.77,28.265,0.982487174951353
"5718","GLS_21_231C","1",2,0.1,24.68,25.27,23.975,28.265,0.848222182911728
"5719","GLS_21_231C","1",2,0.5,22.44,22.87,21.655,28.265,0.766141871572616
"5720","GLS_21_231C","1",2,1,15.71,17.76,15.735,28.265,0.55669555987971
"5721","GLS_21_231C","1",2,2.5,13.98,14.23,13.105,28.265,0.463647620732354
"5722","GLS_21_231C","1",2,5,11.8,12.86,11.33,28.265,0.400849106669025
"5723","GLS_21_231C","1",2,10,6.54,5.74,5.14,28.265,0.181850344949584
"5724","GLS_21_231C","1",2,20,2.9,3.11,2.005,28.265,0.070935786308155
"5725","GLS_21_233A","1",1,0,28.66,28.29,27.475,28.0925,0.978019044228887
"5726","GLS_21_233A","1",1,0.01,28.33,28.27,27.3,28.0925,0.971789623565008
"5727","GLS_21_233A","1",1,0.1,26.35,25.88,25.115,28.0925,0.8940108569903
"5728","GLS_21_233A","1",1,0.5,16.28,15.95,15.115,28.0925,0.538043961911542
"5729","GLS_21_233A","1",1,1,16.89,16.17,15.53,28.0925,0.552816588057311
"5730","GLS_21_233A","1",1,2.5,11.78,9.24,9.51,28.0925,0.338524517219899
"5731","GLS_21_233A","1",1,5,7.52,7.22,6.37,28.0925,0.226750912165169
"5732","GLS_21_233A","1",1,10,4.02,3.8,2.91,28.0925,0.103586366467918
"5733","GLS_21_233A","1",1,20,8.17,6.59,6.38,28.0925,0.227106879060247
"5734","GLS_21_233A","1",2,0,29.34,30.08,28.71,28.0925,1.02198095577111
"5735","GLS_21_233A","1",2,0.01,28.34,28.95,27.645,28.0925,0.984070481445226
"5736","GLS_21_233A","1",2,0.1,26.33,26.53,25.43,28.0925,0.905223814185281
"5737","GLS_21_233A","1",2,0.5,15.64,15.78,14.71,28.0925,0.523627302660853
"5738","GLS_21_233A","1",2,1,12.12,11.71,10.915,28.0925,0.388537865978464
"5739","GLS_21_233A","1",2,2.5,7.76,8.69,7.225,28.0925,0.257186081694402
"5740","GLS_21_233A","1",2,5,5.62,4.24,3.93,28.0925,0.139894989765952
"5741","GLS_21_233A","1",2,10,9.03,9.72,8.375,28.0925,0.29812227462846
"5742","GLS_21_233A","1",2,20,3.39,4.06,2.725,28.0925,0.0970009789089614
"5743","GLS_21_233B","1",1,0,33.27,33.81,32.54,33.3975,0.974324425480949
"5744","GLS_21_233B","1",1,0.01,32.48,31.63,31.055,33.3975,0.929860019462535
"5745","GLS_21_233B","1",1,0.1,32.51,32.79,31.65,33.3975,0.947675724230856
"5746","GLS_21_233B","1",1,0.5,28.55,28.84,27.695,33.3975,0.829253686653193
"5747","GLS_21_233B","1",1,1,21.45,21.7,20.575,33.3975,0.616064076652444
"5748","GLS_21_233B","1",1,2.5,13.03,13.54,12.285,33.3975,0.367841904334157
"5749","GLS_21_233B","1",1,5,8.63,9.02,7.825,33.3975,0.234298974474137
"5750","GLS_21_233B","1",1,10,5.96,5.26,4.61,33.3975,0.138034284003294
"5751","GLS_21_233B","1",1,20,4.65,3.73,3.19,33.3975,0.0955161314469646
"5752","GLS_21_233B","1",2,0,35.54,34.97,34.255,33.3975,1.02567557451905
"5753","GLS_21_233B","1",2,0.01,36,35.51,34.755,33.3975,1.04064675499663
"5754","GLS_21_233B","1",2,0.1,33.05,33.01,32.03,33.3975,0.959053821393817
"5755","GLS_21_233B","1",2,0.5,28.33,27.94,27.135,33.3975,0.812485964518302
"5756","GLS_21_233B","1",2,1,21.36,21.16,20.26,33.3975,0.606632232951568
"5757","GLS_21_233B","1",2,2.5,13.84,16.35,14.095,33.3975,0.422037577662999
"5758","GLS_21_233B","1",2,5,9.29,10.15,8.72,33.3975,0.261097387529007
"5759","GLS_21_233B","1",2,10,8.87,7.31,7.09,33.3975,0.212291339172094
"5760","GLS_21_233B","1",2,20,3.35,3.94,2.645,33.3975,0.0791975447264017
"5761","GLS_21_238","1",1,0,29.36,28.45,27.905,28.65,0.973996509598604
"5762","GLS_21_238","1",1,0.01,26.42,26.27,25.345,28.65,0.884642233856894
"5763","GLS_21_238","1",1,0.1,25.83,25.41,24.62,28.65,0.859336823734729
"5764","GLS_21_238","1",1,0.5,19.59,18.03,17.81,28.65,0.621640488656196
"5765","GLS_21_238","1",1,1,13.51,13.36,12.435,28.65,0.434031413612565
"5766","GLS_21_238","1",1,2.5,9.94,7.35,7.645,28.65,0.266841186736475
"5767","GLS_21_238","1",1,5,4.34,4.56,3.45,28.65,0.120418848167539
"5768","GLS_21_238","1",1,10,3.9,4.29,3.095,28.65,0.108027923211169
"5769","GLS_21_238","1",1,20,3.38,3.19,2.285,28.65,0.0797556719022688
"5770","GLS_21_238","1",2,0,30.46,30.33,29.395,28.65,1.0260034904014
"5771","GLS_21_238","1",2,0.01,28.2,28.5,27.35,28.65,0.954624781849913
"5772","GLS_21_238","1",2,0.1,25.76,26.77,25.265,28.65,0.881849912739965
"5773","GLS_21_238","1",2,0.5,17.29,18.4,16.845,28.65,0.587958115183246
"5774","GLS_21_238","1",2,1,12.04,11.4,10.72,28.65,0.374171029668412
"5775","GLS_21_238","1",2,2.5,8,7.22,6.61,28.65,0.230715532286213
"5776","GLS_21_238","1",2,5,7.53,5.12,5.325,28.65,0.18586387434555
"5777","GLS_21_238","1",2,10,3.94,3.82,2.88,28.65,0.100523560209424
"5778","GLS_21_238","1",2,20,3.04,3.51,2.275,28.65,0.0794066317626527
"5779","GLS_21_238A","1",1,0,32.54,32.06,31.3,30.19,1.03676714143756
"5780","GLS_21_238A","1",1,0.01,32.57,31.24,30.905,30.19,1.02368333885393
"5781","GLS_21_238A","1",1,0.1,32.21,32.57,31.39,30.19,1.03974826101358
"5782","GLS_21_238A","1",1,0.5,29.12,28.72,27.92,30.19,0.924809539582643
"5783","GLS_21_238A","1",1,1,23.62,23.87,22.745,30.19,0.753395163961577
"5784","GLS_21_238A","1",1,2.5,20.78,20.64,19.71,30.19,0.652865187148062
"5785","GLS_21_238A","1",1,5,18.69,18.55,17.62,30.19,0.583636965882743
"5786","GLS_21_238A","1",1,10,14.89,13.43,13.16,30.19,0.435905929115601
"5787","GLS_21_238A","1",1,20,10.77,9.76,9.265,30.19,0.306889698575687
"5788","GLS_21_238A","1",2,0,30.45,29.71,29.08,30.19,0.963232858562438
"5789","GLS_21_238A","1",2,0.01,32.52,32.03,31.275,30.19,1.03593905266645
"5790","GLS_21_238A","1",2,0.1,33.67,32.94,32.305,30.19,1.07005631003644
"5791","GLS_21_238A","1",2,0.5,28.59,28.12,27.355,30.19,0.906094733355416
"5792","GLS_21_238A","1",2,1,24.12,24.31,23.215,30.19,0.768963232858562
"5793","GLS_21_238A","1",2,2.5,21.75,19.83,19.79,30.19,0.655515071215634
"5794","GLS_21_238A","1",2,5,18.31,20.05,18.18,30.19,0.602186154355747
"5795","GLS_21_238A","1",2,10,15.06,14.91,13.985,30.19,0.463232858562438
"5796","GLS_21_238A","1",2,20,13.06,12.52,11.79,30.19,0.39052666445843
"5797","GLS_21_238B","1",1,0,30.46,30.73,29.595,28.3025,1.04566734387422
"5798","GLS_21_238B","1",1,0.01,28.99,28.88,27.935,28.3025,0.987015281335571
"5799","GLS_21_238B","1",1,0.1,31.76,31.32,30.54,28.3025,1.07905662043989
"5800","GLS_21_238B","1",1,0.5,28.21,28.44,27.325,28.3025,0.965462414981009
"5801","GLS_21_238B","1",1,1,25.57,24.79,24.18,28.3025,0.854341489267733
"5802","GLS_21_238B","1",1,2.5,22.4,22.29,21.345,28.3025,0.754173659570709
"5803","GLS_21_238B","1",1,5,19.13,17.82,17.475,28.3025,0.617436622206519
"5804","GLS_21_238B","1",1,10,16.44,16.82,15.63,28.3025,0.552248034625917
"5805","GLS_21_238B","1",1,20,14.19,15.57,13.88,28.3025,0.490416040985779
"5806","GLS_21_238B","1",2,0,27.98,28.04,27.01,28.3025,0.954332656125784
"5807","GLS_21_238B","1",2,0.01,30.78,30.1,29.44,28.3025,1.04019079586609
"5808","GLS_21_238B","1",2,0.1,31.29,30.94,30.115,28.3025,1.06404027912729
"5809","GLS_21_238B","1",2,0.5,27.65,28.31,26.98,28.3025,0.953272679091953
"5810","GLS_21_238B","1",2,1,25.04,25.71,24.375,28.3025,0.861231339987634
"5811","GLS_21_238B","1",2,2.5,21.33,21.22,20.275,28.3025,0.716367812030739
"5812","GLS_21_238B","1",2,5,18.5,19.73,18.115,28.3025,0.640049465594912
"5813","GLS_21_238B","1",2,10,16.62,16.39,15.505,28.3025,0.547831463651621
"5814","GLS_21_238B","1",2,20,14.74,14.02,13.38,28.3025,0.472749757088596
"5815","GLS_21_244A","1",1,0,31.51,29.92,29.715,31.0325,0.957544509788125
"5816","GLS_21_244A","1",1,0.01,34.01,32.67,32.34,31.0325,1.04213324740192
"5817","GLS_21_244A","1",1,0.1,36.35,33.65,34,31.0325,1.09562555385483
"5818","GLS_21_244A","1",1,0.5,26.28,26.53,25.405,31.0325,0.818657858696528
"5819","GLS_21_244A","1",1,1,23.36,22.57,21.965,31.0325,0.707806332071216
"5820","GLS_21_244A","1",1,2.5,16.68,16.9,15.79,31.0325,0.508821396922581
"5821","GLS_21_244A","1",1,5,8.37,8.14,7.255,31.0325,0.233787158624023
"5822","GLS_21_244A","1",1,10,7.21,6.49,5.85,31.0325,0.188512043825022
"5823","GLS_21_244A","1",1,20,3.87,2.88,2.375,31.0325,0.0765326673648594
"5824","GLS_21_244A","1",2,0,33.72,32.98,32.35,31.0325,1.04245549021187
"5825","GLS_21_244A","1",2,0.01,33.6,33.4,32.5,31.0325,1.04728913236123
"5826","GLS_21_244A","1",2,0.1,33.21,32.62,31.915,31.0325,1.02843792797873
"5827","GLS_21_244A","1",2,0.5,27.59,26.7,26.145,31.0325,0.842503826633368
"5828","GLS_21_244A","1",2,1,21.62,21.47,20.545,31.0325,0.662047853057279
"5829","GLS_21_244A","1",2,2.5,15.73,15.01,14.37,31.0325,0.463062917908644
"5830","GLS_21_244A","1",2,5,11.11,9.54,9.325,31.0325,0.300491420285185
"5831","GLS_21_244A","1",2,10,8.11,6.96,6.535,31.0325,0.210585676307097
"5832","GLS_21_244A","1",2,20,3.57,4.36,2.965,31.0325,0.0955449931523403
"5833","GLS_21_244B","1",1,0,31.44,30.46,29.95,30.74,0.974300585556279
"5834","GLS_21_244B","1",1,0.01,32.75,31.63,31.19,30.74,1.01463890696161
"5835","GLS_21_244B","1",1,0.1,34.65,33.64,33.145,30.74,1.07823682498373
"5836","GLS_21_244B","1",1,0.5,29.41,28.94,28.175,30.74,0.916558230318803
"5837","GLS_21_244B","1",1,1,22.78,22.2,21.49,30.74,0.699089134677944
"5838","GLS_21_244B","1",1,2.5,16.73,16.49,15.61,30.74,0.507807417046194
"5839","GLS_21_244B","1",1,5,10.17,10.91,9.54,30.74,0.310344827586207
"5840","GLS_21_244B","1",1,10,16.5,16.12,15.31,30.74,0.498048145738452
"5841","GLS_21_244B","1",1,20,2.59,2.45,1.52,30.74,0.0494469746258946
"5842","GLS_21_244B","1",2,0,32.54,32.52,31.53,30.74,1.02569941444372
"5843","GLS_21_244B","1",2,0.01,32.25,31.71,30.98,30.74,1.00780741704619
"5844","GLS_21_244B","1",2,0.1,32.83,32.99,31.91,30.74,1.0380611581002
"5845","GLS_21_244B","1",2,0.5,28.61,29.16,27.885,30.74,0.907124268054652
"5846","GLS_21_244B","1",2,1,24.77,24.42,23.595,30.74,0.767566688353936
"5847","GLS_21_244B","1",2,2.5,16.5,16.33,15.415,30.74,0.501463890696161
"5848","GLS_21_244B","1",2,5,10.62,9.83,9.225,30.74,0.300097592713077
"5849","GLS_21_244B","1",2,10,7.65,7.33,6.49,30.74,0.211125569290826
"5850","GLS_21_244B","1",2,20,2.6,2.47,1.535,30.74,0.0499349381912817
"5851","GLS_21_245A","1",1,0,30.89,31.17,30.03,30.1625,0.995607128056361
"5852","GLS_21_245A","1",1,0.01,29.39,29.19,28.29,30.1625,0.937919602154994
"5853","GLS_21_245A","1",1,0.1,27.1,26.65,25.875,30.1625,0.857853294653958
"5854","GLS_21_245A","1",1,0.5,16.67,15.04,14.855,30.1625,0.492498963945296
"5855","GLS_21_245A","1",1,1,10.4,10.17,9.285,30.1625,0.307832573559884
"5856","GLS_21_245A","1",1,2.5,5.34,4.48,3.91,30.1625,0.129631164525487
"5857","GLS_21_245A","1",1,5,8.06,7.33,6.695,30.1625,0.221964359718193
"5858","GLS_21_245A","1",1,10,2.16,2.04,1.1,30.1625,0.0364691255698301
"5859","GLS_21_245A","1",1,20,1,1,0,30.1625,0
"5860","GLS_21_245A","1",2,0,31.22,31.37,30.295,30.1625,1.00439287194364
"5861","GLS_21_245A","1",2,0.01,30.44,30.23,29.335,30.1625,0.972565271446332
"5862","GLS_21_245A","1",2,0.1,26.37,26.05,25.21,30.1625,0.83580605055947
"5863","GLS_21_245A","1",2,0.5,19.75,20.27,19.01,30.1625,0.6302527973477
"5864","GLS_21_245A","1",2,1,11.48,9.72,9.6,30.1625,0.318276004973063
"5865","GLS_21_245A","1",2,2.5,5.58,5.75,4.665,30.1625,0.154662246166598
"5866","GLS_21_245A","1",2,5,3.78,3.63,2.705,30.1625,0.089680895151264
"5867","GLS_21_245A","1",2,10,3.19,3.01,2.1,30.1625,0.0696228760878574
"5868","GLS_21_245A","1",2,20,1,1,0,30.1625,0
"5869","GLS_21_245B","1",1,0,31.4,31.97,30.685,30.3475,1.01112117966884
"5870","GLS_21_245B","1",1,0.01,31.44,30.9,30.17,30.3475,0.994151083285279
"5871","GLS_21_245B","1",1,0.1,29.79,29.4,28.595,30.3475,0.942252244830711
"5872","GLS_21_245B","1",1,0.5,21.67,22.24,20.955,30.3475,0.690501688771727
"5873","GLS_21_245B","1",1,1,16.96,18.58,16.77,30.3475,0.552599060878161
"5874","GLS_21_245B","1",1,2.5,10.69,11.37,10.03,30.3475,0.330504983936074
"5875","GLS_21_245B","1",1,5,9.02,8.69,7.855,30.3475,0.258835159403575
"5876","GLS_21_245B","1",1,10,7.24,7.91,6.575,30.3475,0.216657055770657
"5877","GLS_21_245B","1",1,20,3.3,3.02,2.16,30.3475,0.0711755498805503
"5878","GLS_21_245B","1",2,0,31.26,30.76,30.01,30.3475,0.988878820331164
"5879","GLS_21_245B","1",2,0.01,31.74,31.52,30.63,30.3475,1.00930883927836
"5880","GLS_21_245B","1",2,0.1,29.43,29.68,28.555,30.3475,0.940934179092182
"5881","GLS_21_245B","1",2,0.5,22.33,21.96,21.145,30.3475,0.696762501029739
"5882","GLS_21_245B","1",2,1,16.7,15.52,15.11,30.3475,0.49789933272922
"5883","GLS_21_245B","1",2,2.5,11.69,10.09,9.89,30.3475,0.325891753851223
"5884","GLS_21_245B","1",2,5,9.21,8.62,7.915,30.3475,0.260812258011368
"5885","GLS_21_245B","1",2,10,5.29,7.71,5.5,30.3475,0.181234039047697
"5886","GLS_21_245B","1",2,20,2.89,3.42,2.155,30.3475,0.0710107916632342
"5887","GLS_21_254","1",1,0,32.33,32.51,31.42,32.81,0.95763486741847
"5888","GLS_21_254","1",1,0.01,34.06,33.88,32.97,32.81,1.00487656202377
"5889","GLS_21_254","1",1,0.1,35.45,33.14,33.295,32.81,1.01478207863456
"5890","GLS_21_254","1",1,0.5,30.17,30.06,29.115,32.81,0.887381895763487
"5891","GLS_21_254","1",1,1,24.19,24.56,23.375,32.81,0.712435233160622
