"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"5271","GLS_20_91","1",2,2.5,13.32,14.94,13.13,30.1775,0.435092370143319
"5272","GLS_20_91","1",2,5,11.75,11.48,10.615,30.1775,0.35175213321183
"5273","GLS_20_91","1",2,10,7.8,9,7.4,30.1775,0.245215806478337
"5274","GLS_20_91","1",2,20,8.69,8.9,7.795,30.1775,0.258305028580896
"5275","GLS_20_93A","1",1,0,30.27,29.84,29.055,29.6,0.981587837837838
"5276","GLS_20_93A","1",1,0.01,30.07,30.52,29.295,29.6,0.989695945945946
"5277","GLS_20_93A","1",1,0.1,33.26,33,32.13,29.6,1.08547297297297
"5278","GLS_20_93A","1",1,0.5,15.69,14.98,14.335,29.6,0.484290540540541
"5279","GLS_20_93A","1",1,1,9.08,9.6,8.34,29.6,0.281756756756757
"5280","GLS_20_93A","1",1,2.5,8.37,6.14,6.255,29.6,0.211317567567568
"5281","GLS_20_93A","1",1,5,5.08,5.71,4.395,29.6,0.14847972972973
"5282","GLS_20_93A","1",1,10,3.38,4.54,2.96,29.6,0.1
"5283","GLS_20_93A","1",1,20,2.57,2.77,1.67,29.6,0.0564189189189189
"5284","GLS_20_93A","1",2,0,31.67,30.62,30.145,29.6,1.01841216216216
"5285","GLS_20_93A","1",2,0.01,31.91,31.17,30.54,29.6,1.03175675675676
"5286","GLS_20_93A","1",2,0.1,31.33,30.68,30.005,29.6,1.01368243243243
"5287","GLS_20_93A","1",2,0.5,17.58,15.76,15.67,29.6,0.529391891891892
"5288","GLS_20_93A","1",2,1,8.21,8.8,7.505,29.6,0.253547297297297
"5289","GLS_20_93A","1",2,2.5,8.06,7.12,6.59,29.6,0.222635135135135
"5290","GLS_20_93A","1",2,5,7.72,6.1,5.91,29.6,0.199662162162162
"5291","GLS_20_93A","1",2,10,4.88,3.89,3.385,29.6,0.114358108108108
"5292","GLS_20_93A","1",2,20,2.84,1.94,1.39,29.6,0.0469594594594594
"5293","GLS_20_93B","1",1,0,25.92,23.98,23.95,23.815,1.00566869619987
"5294","GLS_20_93B","1",1,0.01,24.57,23.96,23.265,23.815,0.976905311778291
"5295","GLS_20_93B","1",1,0.1,23.9,23.63,22.765,23.815,0.955910140667646
"5296","GLS_20_93B","1",1,0.5,17.81,17.37,16.59,23.815,0.696619777451186
"5297","GLS_20_93B","1",1,1,12.06,13.39,11.725,23.815,0.492336762544615
"5298","GLS_20_93B","1",1,2.5,8.99,9.19,8.09,23.815,0.339701868570229
"5299","GLS_20_93B","1",1,5,7.54,10.06,7.8,23.815,0.327524669326055
"5300","GLS_20_93B","1",1,10,7.03,5.99,5.51,23.815,0.231366785639303
"5301","GLS_20_93B","1",1,20,2.59,2.41,1.5,23.815,0.0629855133319337
"5302","GLS_20_93B","1",2,0,24.43,24.93,23.68,23.815,0.994331303800126
"5303","GLS_20_93B","1",2,0.01,25.36,24.43,23.895,23.815,1.0033592273777
"5304","GLS_20_93B","1",2,0.1,24.44,24.1,23.27,23.815,0.977115263489397
"5305","GLS_20_93B","1",2,0.5,18.73,17.51,17.12,23.815,0.718874658828469
"5306","GLS_20_93B","1",2,1,14.12,13.62,12.87,23.815,0.540415704387991
"5307","GLS_20_93B","1",2,2.5,8.88,8.23,7.555,23.815,0.317237035481839
"5308","GLS_20_93B","1",2,5,5.77,5.36,4.565,23.815,0.191685912240185
"5309","GLS_20_93B","1",2,10,6.24,4.81,4.525,23.815,0.190006298551333
"5310","GLS_20_93B","1",2,20,2.91,2.12,1.515,23.815,0.063615368465253
"5311","GLS_20_94A","1",1,0,30.06,30.09,29.075,28.145,1.03304316930183
"5312","GLS_20_94A","1",1,0.01,29.01,29.24,28.125,28.145,0.999289394208563
"5313","GLS_20_94A","1",1,0.1,28.76,28.67,27.715,28.145,0.9847219754841
"5314","GLS_20_94A","1",1,0.5,19.11,18.96,18.035,28.145,0.640788772428495
"5315","GLS_20_94A","1",1,1,12.02,12.77,11.395,28.145,0.404867649671345
"5316","GLS_20_94A","1",1,2.5,9.45,8.23,7.84,28.145,0.278557470243383
"5317","GLS_20_94A","1",1,5,3.46,3.62,2.54,28.145,0.0902469355125244
"5318","GLS_20_94A","1",1,10,2.2,2.29,1.245,28.145,0.0442352105169657
"5319","GLS_20_94A","1",1,20,1,1,0,28.145,0
"5320","GLS_20_94A","1",2,0,28.43,28,27.215,28.145,0.96695683069817
"5321","GLS_20_94A","1",2,0.01,29.52,30.87,29.195,28.145,1.03730680405045
"5322","GLS_20_94A","1",2,0.1,28.03,27.6,26.815,28.145,0.952744714869426
"5323","GLS_20_94A","1",2,0.5,21.04,21.94,20.49,28.145,0.728015633327412
"5324","GLS_20_94A","1",2,1,11.36,11.85,10.605,28.145,0.376798720909575
"5325","GLS_20_94A","1",2,2.5,6,5.95,4.975,28.145,0.176763190620004
"5326","GLS_20_94A","1",2,5,3.43,3.99,2.71,28.145,0.0962870847397406
"5327","GLS_20_94A","1",2,10,2.59,2.23,1.41,28.145,0.0500977082963226
"5328","GLS_20_94A","1",2,20,1,1,0,28.145,0
"5329","GLS_20_94B","1",1,0,29.47,29.74,28.605,29.2125,0.979204107830552
"5330","GLS_20_94B","1",1,0.01,28.11,29.31,27.71,29.2125,0.948566538296962
"5331","GLS_20_94B","1",1,0.1,28.57,28.3,27.435,29.2125,0.939152759948652
"5332","GLS_20_94B","1",1,0.5,19.46,19.46,18.46,29.2125,0.631921266581087
"5333","GLS_20_94B","1",1,1,11.51,12.35,10.93,29.2125,0.374154899443731
"5334","GLS_20_94B","1",1,2.5,6.72,6.34,5.53,29.2125,0.189302524604193
"5335","GLS_20_94B","1",1,5,3.91,4.18,3.045,29.2125,0.104236200256739
"5336","GLS_20_94B","1",1,10,2.75,3.31,2.03,29.2125,0.0694908001711596
"5337","GLS_20_94B","1",1,20,2.5,2.09,1.295,29.2125,0.0443303380402225
"5338","GLS_20_94B","1",2,0,31.16,30.48,29.82,29.2125,1.02079589216945
"5339","GLS_20_94B","1",2,0.01,30.12,29.64,28.88,29.2125,0.988617886178862
"5340","GLS_20_94B","1",2,0.1,28.29,28.06,27.175,29.2125,0.930252460419341
"5341","GLS_20_94B","1",2,0.5,20.29,20.47,19.38,29.2125,0.663414634146341
"5342","GLS_20_94B","1",2,1,11.21,10.86,10.035,29.2125,0.343517329910141
"5343","GLS_20_94B","1",2,2.5,6.53,6.86,5.695,29.2125,0.194950791613179
"5344","GLS_20_94B","1",2,5,4.1,4.23,3.165,29.2125,0.108344030808729
"5345","GLS_20_94B","1",2,10,2.77,2.84,1.805,29.2125,0.0617886178861789
"5346","GLS_20_94B","1",2,20,1.64,2.2,0.92,29.2125,0.0314933675652546
"5347","GLS_20_95A","1",1,0,32.32,31.31,30.815,30.7175,1.00317408643282
"5348","GLS_20_95A","1",1,0.01,29.46,29.99,28.725,30.7175,0.935134695206316
"5349","GLS_20_95A","1",1,0.1,20.12,20.49,19.305,30.7175,0.628469113697404
"5350","GLS_20_95A","1",1,0.5,8.42,8.34,7.38,30.7175,0.240253926914625
"5351","GLS_20_95A","1",1,1,6.19,6.78,5.485,30.7175,0.178562708553756
"5352","GLS_20_95A","1",1,2.5,4.12,4.15,3.135,30.7175,0.102059086839749
"5353","GLS_20_95A","1",1,5,3.38,2.12,1.75,30.7175,0.0569707821274518
"5354","GLS_20_95A","1",1,10,2.27,1.88,1.075,30.7175,0.0349963375925775
"5355","GLS_20_95A","1",1,20,1,1,0,30.7175,0
"5356","GLS_20_95A","1",2,0,31.27,31.97,30.62,30.7175,0.996825913567185
"5357","GLS_20_95A","1",2,0.01,29.53,30.38,28.955,30.7175,0.942622283714495
"5358","GLS_20_95A","1",2,0.1,20.01,19.48,18.745,30.7175,0.610238463416619
"5359","GLS_20_95A","1",2,0.5,8.48,8.17,7.325,30.7175,0.238463416619191
"5360","GLS_20_95A","1",2,1,6.45,5.48,4.965,30.7175,0.161634247578742
"5361","GLS_20_95A","1",2,2.5,4.5,5,3.75,30.7175,0.122080247415968
"5362","GLS_20_95A","1",2,5,2.15,2.81,1.48,30.7175,0.0481810043135021
"5363","GLS_20_95A","1",2,10,2.04,2.17,1.105,30.7175,0.0359729795719053
"5364","GLS_20_95A","1",2,20,1,1,0,30.7175,0
"5365","GLS_20_95B","1",1,0,36.53,35.59,35.06,34.4325,1.01822406156974
"5366","GLS_20_95B","1",1,0.01,34.26,35.51,33.885,34.4325,0.984099324765846
"5367","GLS_20_95B","1",1,0.1,32.87,32.21,31.54,34.4325,0.915995062804037
"5368","GLS_20_95B","1",1,0.5,25.91,25.63,24.77,34.4325,0.719378494155231
"5369","GLS_20_95B","1",1,1,18.05,18.89,17.47,34.4325,0.507369491033181
"5370","GLS_20_95B","1",1,2.5,12.18,11.44,10.81,34.4325,0.313947578595803
"5371","GLS_20_95B","1",1,5,8.33,7.73,7.03,34.4325,0.204167574239454
"5372","GLS_20_95B","1",1,10,5,6.02,4.51,34.4325,0.130980904668554
"5373","GLS_20_95B","1",1,20,3.42,3.44,2.43,34.4325,0.0705728599433674
"5374","GLS_20_95B","1",2,0,34.57,35.04,33.805,34.4325,0.981775938430262
"5375","GLS_20_95B","1",2,0.01,34.07,33.56,32.815,34.4325,0.953024032527409
"5376","GLS_20_95B","1",2,0.1,33.74,34.54,33.14,34.4325,0.962462789515719
"5377","GLS_20_95B","1",2,0.5,28.93,28.57,27.75,34.4325,0.805924635155739
"5378","GLS_20_95B","1",2,1,19.14,19.49,18.315,34.4325,0.531910259202788
"5379","GLS_20_95B","1",2,2.5,11.89,12.31,11.1,34.4325,0.322369854062296
"5380","GLS_20_95B","1",2,5,16.63,14.89,14.76,34.4325,0.428664778915269
"5381","GLS_20_95B","1",2,10,4.54,4.11,3.325,34.4325,0.0965657445727147
"5382","GLS_20_95B","1",2,20,2.99,4.07,2.53,34.4325,0.0734770928628476
"5383","GLS_20_95C","1",1,0,27.1,26.11,25.605,26.2225,0.976451520640671
"5384","GLS_20_95C","1",1,0.01,24.59,24.52,23.555,26.2225,0.898274382686624
"5385","GLS_20_95C","1",1,0.1,22.89,23.51,22.2,26.2225,0.846601201258461
"5386","GLS_20_95C","1",1,0.5,19.03,18.39,17.71,26.2225,0.675374201544475
"5387","GLS_20_95C","1",1,1,13.54,11.6,11.57,26.2225,0.441224139574793
"5388","GLS_20_95C","1",1,2.5,8.89,9.06,7.975,26.2225,0.304128134235866
"5389","GLS_20_95C","1",1,5,4.88,5.16,4.02,26.2225,0.153303460768424
"5390","GLS_20_95C","1",1,10,3.81,4.27,3.04,26.2225,0.115930975307465
"5391","GLS_20_95C","1",1,20,3.72,4.07,2.895,26.2225,0.110401372866813
"5392","GLS_20_95C","1",2,0,27.83,27.85,26.84,26.2225,1.02354847935933
"5393","GLS_20_95C","1",2,0.01,26.2,26.86,25.53,26.2225,0.97359138144723
"5394","GLS_20_95C","1",2,0.1,23.99,22.15,22.07,26.2225,0.841643626656497
"5395","GLS_20_95C","1",2,0.5,19.21,18.46,17.835,26.2225,0.68014110020021
"5396","GLS_20_95C","1",2,1,11.45,12,10.725,26.2225,0.408999904662027
"5397","GLS_20_95C","1",2,2.5,8.78,8.58,7.68,26.2225,0.292878253408333
"5398","GLS_20_95C","1",2,5,5.51,5.06,4.285,26.2225,0.163409285918581
"5399","GLS_20_95C","1",2,10,4.65,4.27,3.46,26.2225,0.131947754790733
"5400","GLS_20_95C","1",2,20,3.88,3.88,2.88,26.2225,0.109829345028125
"5401","GLS_20_98A","1",1,0,31.94,32.57,31.255,30.8225,1.01403195717414
"5402","GLS_20_98A","1",1,0.01,29.81,30.48,29.145,30.8225,0.945575472463298
"5403","GLS_20_98A","1",1,0.1,28.96,28.04,27.5,30.8225,0.892205369454133
"5404","GLS_20_98A","1",1,0.5,20.3,19.99,19.145,30.8225,0.621137156298159
"5405","GLS_20_98A","1",1,1,13.01,14.65,12.83,30.8225,0.416254359639873
"5406","GLS_20_98A","1",1,2.5,8.47,7.82,7.145,30.8225,0.231811176899992
"5407","GLS_20_98A","1",1,5,3.6,4.73,3.165,30.8225,0.102684727066267
"5408","GLS_20_98A","1",1,10,8.13,9.14,7.635,30.8225,0.247708654392084
"5409","GLS_20_98A","1",1,20,1,1,0,30.8225,0
"5410","GLS_20_98A","1",2,0,31.86,30.92,30.39,30.8225,0.985968042825858
"5411","GLS_20_98A","1",2,0.01,30.46,30.29,29.375,30.8225,0.953037553735096
"5412","GLS_20_98A","1",2,0.1,27.19,27,26.095,30.8225,0.84662178603293
"5413","GLS_20_98A","1",2,0.5,20.18,19.61,18.895,30.8225,0.61302619839403
"5414","GLS_20_98A","1",2,1,12.2,11.84,11.02,30.8225,0.357531024413983
"5415","GLS_20_98A","1",2,2.5,7.21,7.35,6.28,30.8225,0.203747262551707
"5416","GLS_20_98A","1",2,5,4.37,4.55,3.46,30.8225,0.112255657393138
"5417","GLS_20_98A","1",2,10,2.95,3.31,2.13,30.8225,0.0691053613431746
"5418","GLS_20_98A","1",2,20,2.18,2.39,1.285,30.8225,0.0416903236272204
"5419","GLS_20_98B","1",1,0,30.76,29.41,29.085,29.74,0.977975790181574
"5420","GLS_20_98B","1",1,0.01,27.64,28.4,27.02,29.74,0.908540685944855
"5421","GLS_20_98B","1",1,0.1,25.94,25.75,24.845,29.74,0.835406859448554
"5422","GLS_20_98B","1",1,0.5,19.91,19.43,18.67,29.74,0.627774041694687
"5423","GLS_20_98B","1",1,1,11.77,10.97,10.37,29.74,0.348688634835239
"5424","GLS_20_98B","1",1,2.5,5.3,6.61,4.955,29.74,0.166610625420309
"5425","GLS_20_98B","1",1,5,3.38,3.7,2.54,29.74,0.0854068594485541
"5426","GLS_20_98B","1",1,10,3.35,2.39,1.87,29.74,0.0628782784129119
"5427","GLS_20_98B","1",1,20,1.59,1.91,0.75,29.74,0.0252185608607935
"5428","GLS_20_98B","1",2,0,31.69,31.1,30.395,29.74,1.02202420981843
"5429","GLS_20_98B","1",2,0.01,31.44,30.55,29.995,29.74,1.00857431069267
"5430","GLS_20_98B","1",2,0.1,28.84,28.7,27.77,29.74,0.933759246805649
"5431","GLS_20_98B","1",2,0.5,19.74,18.81,18.275,29.74,0.614492266308003
"5432","GLS_20_98B","1",2,1,11.68,12.2,10.94,29.74,0.367854741089442
"5433","GLS_20_98B","1",2,2.5,7.15,6.19,5.67,29.74,0.190652320107599
"5434","GLS_20_98B","1",2,5,3.36,3.67,2.515,29.74,0.0845662407531943
"5435","GLS_20_98B","1",2,10,2.75,2.25,1.5,29.74,0.0504371217215871
"5436","GLS_20_98B","1",2,20,1.65,1.82,0.735,29.74,0.0247141896435777
"5437","GLS_21_157A","1",1,0,31.72,30.84,30.28,30.3925,0.996298428888706
"5438","GLS_21_157A","1",1,0.01,32.1,31.78,30.94,30.3925,1.01801431274163
"5439","GLS_21_157A","1",1,0.1,29.62,30.05,28.835,30.3925,0.948753804392531
"5440","GLS_21_157A","1",1,0.5,24.76,24.86,23.81,30.3925,0.783416961421403
"5441","GLS_21_157A","1",1,1,17.84,20.12,17.98,30.3925,0.591593320720573
"5442","GLS_21_157A","1",1,2.5,15.77,15.93,14.85,30.3925,0.488607386690795
"5443","GLS_21_157A","1",1,5,12.56,11.62,11.09,30.3925,0.364892654437772
"5444","GLS_21_157A","1",1,10,6.77,6.88,5.825,30.3925,0.191659126429218
"5445","GLS_21_157A","1",1,20,2.5,2.28,1.39,30.3925,0.0457349675084313
"5446","GLS_21_157A","1",2,0,31.29,31.72,30.505,30.3925,1.00370157111129
"5447","GLS_21_157A","1",2,0.01,30.98,29.06,29.02,30.3925,0.954840832442214
"5448","GLS_21_157A","1",2,0.1,30.05,29.69,28.87,30.3925,0.949905404293823
"5449","GLS_21_157A","1",2,0.5,26.83,27.73,26.28,30.3925,0.864687011598256
"5450","GLS_21_157A","1",2,1,19.17,17.03,17.1,30.3925,0.562638808916674
"5451","GLS_21_157A","1",2,2.5,13.63,13.27,12.45,30.3925,0.409640536316525
"5452","GLS_21_157A","1",2,5,10.58,8.79,8.685,30.3925,0.285761289791889
"5453","GLS_21_157A","1",2,10,9.38,8.53,7.955,30.3925,0.261742206136382
"5454","GLS_21_157A","1",2,20,2.72,3.26,1.99,30.3925,0.0654766801019989
"5455","GLS_21_157B","1",1,0,30.38,29.75,29.065,29.8375,0.974109761206535
"5456","GLS_21_157B","1",1,0.01,32.06,32.06,31.06,29.8375,1.04097193129451
"5457","GLS_21_157B","1",1,0.1,28.75,29.05,27.9,29.8375,0.935064935064935
"5458","GLS_21_157B","1",1,0.5,24.54,25.35,23.945,29.8375,0.802513615416841
"5459","GLS_21_157B","1",1,1,16.94,17.43,16.185,29.8375,0.542438206954336
"5460","GLS_21_157B","1",1,2.5,13.99,14.12,13.055,29.8375,0.437536656891496
"5461","GLS_21_157B","1",1,5,12.35,11.12,10.735,29.8375,0.35978215333054
"5462","GLS_21_157B","1",1,10,4.95,4.77,3.86,29.8375,0.129367406786762
"5463","GLS_21_157B","1",1,20,4.62,3.91,3.265,29.8375,0.109426057813155
"5464","GLS_21_157B","1",2,0,31.77,31.45,30.61,29.8375,1.02589023879346
"5465","GLS_21_157B","1",2,0.01,29.57,29.37,28.47,29.8375,0.954168412232928
"5466","GLS_21_157B","1",2,0.1,30.25,29.93,29.09,29.8375,0.974947633012149
"5467","GLS_21_157B","1",2,0.5,19.36,20.64,19,29.8375,0.636782572266443
"5468","GLS_21_157B","1",2,1,16.12,16.62,15.37,29.8375,0.515123586091328
"5469","GLS_21_157B","1",2,2.5,14.72,13.84,13.28,29.8375,0.445077503142019
"5470","GLS_21_157B","1",2,5,9.33,8.9,8.115,29.8375,0.27197318810222
"5471","GLS_21_157B","1",2,10,7.93,7.55,6.74,29.8375,0.225890238793465
"5472","GLS_21_157B","1",2,20,4.09,5.2,3.645,29.8375,0.122161709258483
"5473","GLS_21_162","1",1,0,28.89,28.66,27.775,28.0725,0.989402440110428
"5474","GLS_21_162","1",1,0.01,30.33,30.58,29.455,28.0725,1.04924748419272
"5475","GLS_21_162","1",1,0.1,23.53,24.18,22.855,28.0725,0.814141953869445
"5476","GLS_21_162","1",1,0.5,21.36,21.62,20.49,28.0725,0.729895805503607
"5477","GLS_21_162","1",1,1,11.02,10.77,9.895,28.0725,0.35248018523466
"5478","GLS_21_162","1",1,2.5,8.15,7.87,7.01,28.0725,0.249710570843352
"5479","GLS_21_162","1",1,5,5.96,7.19,5.575,28.0725,0.198592929023065
"5480","GLS_21_162","1",1,10,5.1,3.7,3.4,28.0725,0.121114970166533
"5481","GLS_21_162","1",1,20,2.64,3.02,1.83,28.0725,0.065188351589634
"5482","GLS_21_162","1",2,0,29.82,28.92,28.37,28.0725,1.01059755988957
"5483","GLS_21_162","1",2,0.01,28.58,28.22,27.4,28.0725,0.976044171342061
"5484","GLS_21_162","1",2,0.1,24.97,22.82,22.895,28.0725,0.815566835871404
"5485","GLS_21_162","1",2,0.5,17.41,17.66,16.535,28.0725,0.58901059755989
"5486","GLS_21_162","1",2,1,12.22,11.13,10.675,28.0725,0.380265384272865
"5487","GLS_21_162","1",2,2.5,8.66,8.77,7.715,28.0725,0.274824116127883
"5488","GLS_21_162","1",2,5,6.07,6.18,5.125,28.0725,0.182563006501024
"5489","GLS_21_162","1",2,10,3.98,3.81,2.895,28.0725,0.103125834891798
"5490","GLS_21_162","1",2,20,3.31,3.17,2.24,28.0725,0.0797933921097159
"5491","GLS_21_163","1",1,0,30.95,31.04,29.995,30.9475,0.969222069634058
"5492","GLS_21_163","1",1,0.01,33.68,32.42,32.05,30.9475,1.03562484853381
"5493","GLS_21_163","1",1,0.1,31.65,31.37,30.51,30.9475,0.985863155343727
"5494","GLS_21_163","1",1,0.5,24.5,25.86,24.18,30.9475,0.781323208659827
"5495","GLS_21_163","1",1,1,12.79,12.45,11.62,30.9475,0.375474594070603
"5496","GLS_21_163","1",1,2.5,8.65,8.41,7.53,30.9475,0.24331529202682
"5497","GLS_21_163","1",1,5,4.99,5.47,4.23,30.9475,0.136683092333791
"5498","GLS_21_163","1",1,10,9.03,7.97,7.5,30.9475,0.242345908393247
"5499","GLS_21_163","1",1,20,5.07,4.97,4.02,30.9475,0.12989740689878
"5500","GLS_21_163","1",2,0,33.45,32.35,31.9,30.9475,1.03077793036594
"5501","GLS_21_163","1",2,0.01,31.07,31.54,30.305,30.9475,0.979239033847645
"5502","GLS_21_163","1",2,0.1,31.71,31.23,30.47,30.9475,0.984570643832297
"5503","GLS_21_163","1",2,0.5,21.94,21.92,20.93,30.9475,0.676306648356087
"5504","GLS_21_163","1",2,1,15.17,12.55,12.86,30.9475,0.415542450924954
"5505","GLS_21_163","1",2,2.5,8.63,8.27,7.45,30.9475,0.240730269003958
"5506","GLS_21_163","1",2,5,6.72,6.91,5.815,30.9475,0.187898860974231
"5507","GLS_21_163","1",2,10,3.59,3.62,2.605,30.9475,0.084174812181921
"5508","GLS_21_163","1",2,20,4.03,4.35,3.19,30.9475,0.103077793036594
"5509","GLS_21_164A","1",1,0,29.19,29.7,28.445,27.5,1.03436363636364
"5510","GLS_21_164A","1",1,0.01,29.14,29.31,28.225,27.5,1.02636363636364
"5511","GLS_21_164A","1",1,0.1,26.75,26.21,25.48,27.5,0.926545454545455
"5512","GLS_21_164A","1",1,0.5,22.11,21.72,20.915,27.5,0.760545454545455
"5513","GLS_21_164A","1",1,1,14.05,13.37,12.71,27.5,0.462181818181818
"5514","GLS_21_164A","1",1,2.5,11.14,11.2,10.17,27.5,0.369818181818182
"5515","GLS_21_164A","1",1,5,8.92,8.25,7.585,27.5,0.275818181818182
"5516","GLS_21_164A","1",1,10,5.92,4.62,4.27,27.5,0.155272727272727
"5517","GLS_21_164A","1",1,20,2.91,2.77,1.84,27.5,0.0669090909090909
"5518","GLS_21_164A","1",2,0,27.34,27.77,26.555,27.5,0.965636363636364
"5519","GLS_21_164A","1",2,0.01,28.97,27.88,27.425,27.5,0.997272727272727
"5520","GLS_21_164A","1",2,0.1,24.46,22.61,22.535,27.5,0.819454545454545
"5521","GLS_21_164A","1",2,0.5,19.04,18.98,18.01,27.5,0.654909090909091
"5522","GLS_21_164A","1",2,1,14.32,14.7,13.51,27.5,0.491272727272727
"5523","GLS_21_164A","1",2,2.5,10.91,11.28,10.095,27.5,0.367090909090909
"5524","GLS_21_164A","1",2,5,12.96,12.54,11.75,27.5,0.427272727272727
"5525","GLS_21_164A","1",2,10,6.78,7.07,5.925,27.5,0.215454545454545
"5526","GLS_21_164A","1",2,20,3.84,2.86,2.35,27.5,0.0854545454545454
"5527","GLS_21_164B","1",1,0,31.4,30.74,30.07,30.9975,0.970078232115493
"5528","GLS_21_164B","1",1,0.01,32.45,31.26,30.855,30.9975,0.995402855068957
"5529","GLS_21_164B","1",1,0.1,32.03,31.05,30.54,30.9975,0.985240745221389
"5530","GLS_21_164B","1",1,0.5,20.23,19.96,19.095,30.9975,0.616017420759739
"5531","GLS_21_164B","1",1,1,12.74,11.47,11.105,30.9975,0.358254697959513
"5532","GLS_21_164B","1",1,2.5,11.34,11.18,10.26,30.9975,0.330994435035083
"5533","GLS_21_164B","1",1,5,5.04,4.87,3.955,30.9975,0.127590934752803
"5534","GLS_21_164B","1",1,10,3.91,4.05,2.98,30.9975,0.0961367852246149
"5535","GLS_21_164B","1",1,20,2.07,1.61,0.84,30.9975,0.0270989595935156
"5536","GLS_21_164B","1",2,0,33.16,32.69,31.925,30.9975,1.02992176788451
"5537","GLS_21_164B","1",2,0.01,33.27,31.8,31.535,30.9975,1.01734010807323
"5538","GLS_21_164B","1",2,0.1,31.43,31.39,30.41,30.9975,0.981046858617631
"5539","GLS_21_164B","1",2,0.5,17.87,18.13,17,30.9975,0.548431325106863
"5540","GLS_21_164B","1",2,1,9.77,10.16,8.965,30.9975,0.289216872328414
"5541","GLS_21_164B","1",2,2.5,8.07,6.8,6.435,30.9975,0.207597386886039
"5542","GLS_21_164B","1",2,5,3.95,4,2.975,30.9975,0.0959754818937011
"5543","GLS_21_164B","1",2,10,3.83,4.02,2.925,30.9975,0.0943624485845633
"5544","GLS_21_164B","1",2,20,3.3,2.96,2.13,30.9975,0.0687152189692717
"5545","GLS_21_165","1",1,0,29.36,28.87,28.115,28.5025,0.986404701341988
"5546","GLS_21_165","1",1,0.01,29.09,28.28,27.685,28.5025,0.971318305411806
"5547","GLS_21_165","1",1,0.1,29.55,28.81,28.18,28.5025,0.988685203052364
"5548","GLS_21_165","1",1,0.5,23.46,20.8,21.13,28.5025,0.741338479080782
"5549","GLS_21_165","1",1,1,11.81,16.51,13.16,28.5025,0.461713884746952
"5550","GLS_21_165","1",1,2.5,9.03,11.33,9.18,28.5025,0.322077010788527
"5551","GLS_21_165","1",1,5,7.15,6.02,5.585,28.5025,0.19594772388387
"5552","GLS_21_165","1",1,10,4.16,5.73,3.945,28.5025,0.138408911498991
"5553","GLS_21_165","1",1,20,3.41,3.29,2.35,28.5025,0.0824489079905271
"5554","GLS_21_165","1",2,0,30.42,29.36,28.89,28.5025,1.01359529865801
"5555","GLS_21_165","1",2,0.01,28.59,27.46,27.025,28.5025,0.948162441891062
"5556","GLS_21_165","1",2,0.1,28.73,29,27.865,28.5025,0.977633540917463
"5557","GLS_21_165","1",2,0.5,20.57,21.03,19.8,28.5025,0.694675905622314
"5558","GLS_21_165","1",2,1,12.24,13.78,12.01,28.5025,0.421366546794141
"5559","GLS_21_165","1",2,2.5,12.09,12.53,11.31,28.5025,0.396807297605473
"5560","GLS_21_165","1",2,5,6.71,6.85,5.78,28.5025,0.202789229014999
"5561","GLS_21_165","1",2,10,4.56,4.01,3.285,28.5025,0.115253047978248
"5562","GLS_21_165","1",2,20,3.48,3.88,2.68,28.5025,0.094026839750899
"5563","GLS_21_168","1",1,0,27.98,28.15,27.065,27.5125,0.983734666060881
"5564","GLS_21_168","1",1,0.01,28.72,27.48,27.1,27.5125,0.985006815084053
"5565","GLS_21_168","1",1,0.1,27.78,26.81,26.295,27.5125,0.955747387551113
"5566","GLS_21_168","1",1,0.5,20.51,20.83,19.67,27.5125,0.714947751022263
"5567","GLS_21_168","1",1,1,12.97,12.89,11.93,27.5125,0.43362108132667
"5568","GLS_21_168","1",1,2.5,9.57,11.78,9.675,27.5125,0.351658337119491
"5569","GLS_21_168","1",1,5,3.96,4.32,3.14,27.5125,0.114129940935938
"5570","GLS_21_168","1",1,10,3.59,3.69,2.64,27.5125,0.0959563834620627
"5571","GLS_21_168","1",1,20,2.35,2.1,1.225,27.5125,0.044525215810995
"5572","GLS_21_168","1",2,0,29.11,28.81,27.96,27.5125,1.01626533393912
"5573","GLS_21_168","1",2,0.01,27.18,27.45,26.315,27.5125,0.956474329850068
"5574","GLS_21_168","1",2,0.1,26.84,26.59,25.715,27.5125,0.934666060881418
"5575","GLS_21_168","1",2,0.5,20.42,20.28,19.35,27.5125,0.703316674238982
"5576","GLS_21_168","1",2,1,13.29,13.14,12.215,27.5125,0.443980009086779
"5577","GLS_21_168","1",2,2.5,12.11,11.12,10.615,27.5125,0.385824625170377
"5578","GLS_21_168","1",2,5,4.23,4.47,3.35,27.5125,0.121762835074966
"5579","GLS_21_168","1",2,10,3.57,3.53,2.55,27.5125,0.0926851431167651
"5580","GLS_21_168","1",2,20,2.58,2.31,1.445,27.5125,0.0525215810995002
"5581","GLS_21_177","1",1,0,33.81,33.61,32.71,33.0075,0.990986896917367
"5582","GLS_21_177","1",1,0.01,31.82,31.09,30.455,33.0075,0.922669090358252
"5583","GLS_21_177","1",1,0.1,28.43,28.07,27.25,33.0075,0.825569946224343
"5584","GLS_21_177","1",1,0.5,20.17,20.36,19.265,33.0075,0.583655229871999
"5585","GLS_21_177","1",1,1,13.91,14.35,13.13,33.0075,0.397788381428463
"5586","GLS_21_177","1",1,2.5,9.18,9.28,8.23,33.0075,0.249337271832159
